Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,0,Travel_Rarely,Research & Development,17,2,Other,643,4,Male,2,1,Laboratory Technician,2,Married,2127,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
30,0,Travel_Rarely,Sales,16,1,Life Sciences,1479,4,Male,3,2,Sales Executive,3,Married,5301,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2
25,0,Non-Travel,Research & Development,5,2,Life Sciences,369,2,Male,4,2,Healthcare Representative,1,Divorced,4000,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
50,0,Travel_Rarely,Research & Development,1,3,Medical,249,3,Male,2,1,Laboratory Technician,3,Married,3690,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
32,0,Travel_Frequently,Research & Development,13,3,Other,1234,3,Female,2,1,Laboratory Technician,2,Married,2743,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
41,0,Travel_Frequently,Research & Development,22,3,Life Sciences,1392,4,Female,3,2,Research Scientist,4,Divorced,5467,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3
32,0,Travel_Frequently,Sales,9,2,Medical,195,4,Male,1,2,Sales Executive,4,Divorced,4668,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
34,0,Travel_Rarely,Sales,4,3,Life Sciences,1882,3,Male,3,3,Sales Executive,4,Married,9713,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0
34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1580,2,Male,3,2,Research Scientist,4,Married,5484,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
30,0,Non-Travel,Research & Development,9,2,Medical,1298,3,Female,3,2,Manufacturing Director,3,Single,4695,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
50,0,Travel_Rarely,Research & Development,2,4,Medical,1061,2,Male,3,5,Research Director,3,Married,19237,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
43,0,Travel_Rarely,Research & Development,6,4,Other,661,2,Male,2,4,Research Director,4,Divorced,16627,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
26,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1581,1,Female,3,1,Research Scientist,4,Married,2061,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
52,1,Travel_Rarely,Research & Development,8,4,Medical,433,3,Male,2,2,Research Scientist,2,Married,4941,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
44,0,Travel_Rarely,Research & Development,4,2,Life Sciences,1288,3,Male,4,5,Manager,1,Divorced,19190,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
53,0,Travel_Rarely,Sales,8,3,Marketing,897,1,Male,3,4,Sales Executive,4,Married,11836,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
50,0,Travel_Rarely,Research & Development,11,3,Life Sciences,226,3,Female,3,5,Manager,2,Single,19926,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
48,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1867,4,Male,2,5,Research Director,2,Married,19665,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9
33,0,Travel_Rarely,Research & Development,5,4,Life Sciences,338,3,Female,2,1,Research Scientist,4,Married,2911,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
52,0,Travel_Rarely,Research & Development,11,4,Life Sciences,813,4,Female,3,2,Laboratory Technician,3,Married,3149,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4
46,0,Travel_Rarely,Sales,2,4,Marketing,38,2,Female,3,5,Manager,1,Single,18947,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1
34,0,Travel_Frequently,Research & Development,10,4,Life Sciences,1615,3,Male,4,2,Manufacturing Director,4,Divorced,4724,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
33,1,Travel_Frequently,Research & Development,29,4,Medical,1101,1,Female,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
28,0,Travel_Frequently,Research & Development,2,3,Life Sciences,1296,4,Male,2,1,Laboratory Technician,4,Married,3867,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
41,0,Travel_Rarely,Research & Development,7,2,Technical Degree,1085,2,Female,4,1,Research Scientist,3,Married,3376,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
43,0,Travel_Frequently,Sales,2,4,Life Sciences,1849,1,Male,3,2,Sales Executive,4,Married,5675,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
35,0,Travel_Rarely,Research & Development,1,3,Medical,1564,4,Male,2,1,Laboratory Technician,1,Single,2450,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2
31,0,Non-Travel,Sales,2,4,Life Sciences,1324,4,Female,3,3,Sales Executive,3,Divorced,9852,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
38,0,Travel_Frequently,Research & Development,2,3,Medical,1675,4,Female,2,1,Laboratory Technician,2,Single,2440,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
33,0,Travel_Rarely,Research & Development,1,3,Life Sciences,969,2,Female,2,2,Healthcare Representative,4,Single,6949,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
44,0,Travel_Frequently,Research & Development,2,1,Medical,1496,2,Male,3,3,Manufacturing Director,3,Single,10209,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
24,0,Non-Travel,Research & Development,11,2,Other,26,1,Female,4,2,Manufacturing Director,3,Divorced,4011,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3
41,1,Travel_Rarely,Sales,20,2,Marketing,248,2,Female,3,1,Sales Representative,2,Single,3140,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
41,0,Travel_Frequently,Sales,1,3,Marketing,1349,3,Female,3,2,Sales Executive,1,Divorced,4103,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7
47,0,Travel_Frequently,Sales,3,3,Medical,746,4,Female,3,4,Sales Executive,3,Divorced,13770,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
34,0,Travel_Frequently,Research & Development,19,3,Medical,1285,3,Female,3,2,Laboratory Technician,2,Divorced,4444,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
42,0,Travel_Rarely,Research & Development,3,3,Life Sciences,894,3,Female,4,2,Laboratory Technician,4,Married,5231,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3
37,0,Non-Travel,Research & Development,1,4,Medical,380,1,Female,3,3,Research Director,4,Divorced,13603,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
36,0,Travel_Frequently,Research & Development,4,2,Life Sciences,2025,4,Female,3,2,Manufacturing Director,2,Divorced,5131,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
43,0,Travel_Rarely,Research & Development,11,3,Life Sciences,1971,1,Male,3,3,Healthcare Representative,3,Married,7510,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
33,0,Travel_Frequently,Sales,25,3,Medical,1220,2,Female,3,2,Sales Executive,3,Married,4539,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
31,1,Travel_Rarely,Sales,16,4,Marketing,1761,1,Male,3,3,Sales Executive,3,Married,8161,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
31,0,Travel_Rarely,Research & Development,2,1,Medical,1974,4,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0
55,1,Travel_Rarely,Sales,13,4,Marketing,1372,1,Male,4,4,Sales Executive,3,Single,13695,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8
32,0,Travel_Rarely,Research & Development,29,4,Life Sciences,2010,3,Female,2,1,Laboratory Technician,2,Single,2837,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1
37,1,Travel_Rarely,Human Resources,6,4,Human Resources,133,3,Male,3,1,Human Resources,1,Divorced,2073,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
30,0,Travel_Rarely,Human Resources,9,3,Human Resources,184,3,Male,3,2,Human Resources,4,Married,6347,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7
24,0,Non-Travel,Sales,13,2,Life Sciences,1495,4,Female,3,1,Sales Representative,2,Married,2033,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
26,0,Travel_Frequently,Research & Development,1,2,Life Sciences,792,1,Female,1,1,Laboratory Technician,4,Divorced,4364,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0
34,1,Travel_Rarely,Research & Development,6,1,Medical,31,2,Male,3,1,Research Scientist,1,Single,2960,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3
23,0,Travel_Rarely,Research & Development,4,1,Medical,1735,3,Female,3,1,Laboratory Technician,2,Single,3295,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
33,0,Travel_Rarely,Sales,8,4,Marketing,677,3,Male,3,2,Sales Executive,3,Divorced,7104,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
34,0,Travel_Frequently,Sales,2,4,Marketing,216,3,Female,3,1,Sales Representative,3,Married,2231,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
51,0,Travel_Rarely,Research & Development,3,3,Technical Degree,1786,1,Female,3,3,Manager,3,Married,13116,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
59,0,Travel_Rarely,Research & Development,3,3,Medical,10,3,Female,4,1,Laboratory Technician,1,Married,2670,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0
31,0,Travel_Rarely,Research & Development,8,5,Life Sciences,1430,1,Female,3,4,Research Director,2,Single,16422,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
26,0,Travel_Rarely,Sales,29,2,Medical,618,1,Male,3,2,Sales Executive,3,Divorced,4306,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
32,0,Travel_Rarely,Sales,19,3,Life Sciences,1739,4,Male,1,3,Sales Executive,3,Married,9610,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
27,0,Travel_Rarely,Research & Development,19,3,Other,1619,4,Male,2,1,Laboratory Technician,1,Divorced,4066,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
40,0,Travel_Frequently,Research & Development,26,2,Medical,1180,3,Female,2,2,Research Scientist,4,Married,4422,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
46,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1080,4,Female,2,2,Research Scientist,1,Divorced,4615,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
53,0,Travel_Rarely,Research & Development,5,3,Other,32,3,Female,3,5,Manager,3,Divorced,19094,4,Y,No,11,3,4,80,1,26,3,2,14,13,4,8
35,0,Travel_Rarely,Research & Development,25,4,Medical,1014,3,Female,3,3,Healthcare Representative,3,Divorced,10388,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
34,0,Travel_Rarely,Sales,28,3,Marketing,2035,4,Female,2,2,Sales Executive,3,Married,6712,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7
39,0,Travel_Rarely,Research & Development,18,2,Life Sciences,1322,1,Male,3,2,Manufacturing Director,3,Single,4534,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7
36,1,Travel_Rarely,Research & Development,9,3,Medical,90,4,Male,2,1,Research Scientist,3,Married,3388,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0
29,0,Travel_Rarely,Sales,10,3,Medical,1650,3,Male,2,2,Sales Executive,3,Single,5869,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
36,0,Travel_Rarely,Research & Development,6,2,Medical,178,2,Male,3,2,Manufacturing Director,2,Divorced,4941,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1
27,0,Travel_Rarely,Research & Development,4,3,Life Sciences,933,2,Female,3,1,Research Scientist,3,Single,2318,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
35,0,Travel_Rarely,Research & Development,28,3,Life Sciences,1596,2,Male,4,2,Laboratory Technician,3,Married,3407,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
30,0,Travel_Rarely,Research & Development,7,4,Life Sciences,1224,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
45,1,Travel_Rarely,Sales,2,3,Marketing,1277,1,Female,1,5,Manager,2,Single,18824,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
28,1,Travel_Rarely,Research & Development,12,1,Life Sciences,1175,3,Female,3,1,Laboratory Technician,4,Married,2515,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
34,0,Travel_Rarely,Research & Development,2,4,Life Sciences,579,4,Male,2,1,Research Scientist,3,Divorced,2768,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
45,0,Travel_Rarely,Sales,20,3,Life Sciences,2046,4,Female,3,2,Sales Executive,3,Single,4850,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
51,0,Travel_Frequently,Research & Development,1,4,Medical,145,1,Female,2,3,Healthcare Representative,1,Single,7484,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8
46,1,Travel_Rarely,Research & Development,21,2,Medical,1821,4,Female,3,2,Healthcare Representative,2,Married,8926,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7
42,0,Travel_Frequently,Research & Development,2,3,Life Sciences,1547,4,Male,3,3,Healthcare Representative,4,Married,10124,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
31,1,Travel_Frequently,Research & Development,20,3,Life Sciences,587,1,Male,3,3,Healthcare Representative,3,Married,9824,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
46,0,Travel_Rarely,Research & Development,2,4,Technical Degree,1228,4,Male,3,2,Manufacturing Director,4,Divorced,7379,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
40,0,Travel_Rarely,Research & Development,4,1,Medical,253,4,Female,3,5,Manager,3,Married,19033,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9
36,0,Travel_Rarely,Research & Development,3,3,Technical Degree,397,3,Male,3,2,Research Scientist,2,Single,4485,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
50,0,Travel_Rarely,Research & Development,29,4,Life Sciences,569,2,Male,2,4,Manager,3,Married,17046,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7
30,0,Non-Travel,Research & Development,7,3,Technical Degree,1482,3,Male,3,1,Research Scientist,3,Divorced,1274,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
34,0,Travel_Rarely,Research & Development,5,2,Medical,1696,2,Male,2,2,Laboratory Technician,4,Married,3986,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
54,0,Travel_Rarely,Research & Development,10,3,Medical,1980,3,Female,3,2,Manufacturing Director,1,Single,4440,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4
57,0,Travel_Rarely,Sales,29,3,Marketing,568,1,Male,2,4,Manager,4,Divorced,14118,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
33,0,Non-Travel,Sales,16,3,Life Sciences,1681,3,Female,3,2,Sales Executive,4,Divorced,5368,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
51,0,Travel_Frequently,Research & Development,6,2,Medical,1297,2,Female,2,1,Laboratory Technician,3,Single,2838,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7
41,0,Travel_Rarely,Research & Development,14,3,Life Sciences,227,1,Male,3,1,Research Scientist,3,Divorced,2451,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
21,1,Travel_Rarely,Research & Development,10,3,Life Sciences,1079,3,Female,2,1,Laboratory Technician,1,Single,1416,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
50,0,Travel_Rarely,Research & Development,17,5,Life Sciences,1656,4,Female,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
21,1,Travel_Frequently,Sales,1,1,Technical Degree,478,1,Female,2,1,Sales Representative,2,Single,2174,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2
33,0,Travel_Rarely,Research & Development,15,2,Medical,2009,2,Female,3,2,Healthcare Representative,4,Married,4878,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
38,0,Travel_Rarely,Sales,3,4,Life Sciences,1036,2,Male,3,2,Sales Executive,4,Single,6861,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
45,0,Travel_Rarely,Research & Development,20,2,Medical,372,3,Male,3,4,Healthcare Representative,4,Married,13496,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
47,0,Travel_Rarely,Research & Development,25,3,Medical,1993,1,Male,3,3,Healthcare Representative,3,Single,8633,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11
45,0,Non-Travel,Research & Development,2,2,Medical,264,1,Male,2,4,Manager,4,Married,16792,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2012,1,Male,3,1,Laboratory Technician,4,Married,2406,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0
41,0,Travel_Rarely,Sales,23,2,Life Sciences,1678,4,Male,3,3,Sales Executive,3,Single,7082,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
53,0,Travel_Frequently,Sales,2,3,Marketing,1050,3,Female,2,3,Sales Executive,2,Married,7525,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
50,0,Travel_Rarely,Research & Development,2,3,Medical,815,3,Male,3,4,Research Director,3,Married,17639,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3
39,0,Travel_Rarely,Human Resources,2,3,Life Sciences,909,4,Female,2,2,Human Resources,4,Married,5204,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4
30,0,Travel_Rarely,Research & Development,16,1,Life Sciences,1729,2,Male,3,1,Research Scientist,4,Married,2862,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
28,0,Travel_Rarely,Research & Development,29,1,Life Sciences,1514,3,Male,1,2,Manufacturing Director,2,Married,6549,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
40,0,Travel_Rarely,Research & Development,10,4,Life Sciences,483,4,Female,4,1,Laboratory Technician,3,Married,2213,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
30,0,Travel_Rarely,Sales,7,1,Marketing,585,4,Male,3,1,Sales Representative,2,Single,2983,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
35,0,Non-Travel,Research & Development,2,4,Life Sciences,771,4,Female,3,2,Healthcare Representative,1,Divorced,5093,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
44,0,Travel_Rarely,Research & Development,20,3,Life Sciences,1475,4,Male,3,1,Research Scientist,2,Single,3420,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3
35,0,Travel_Frequently,Sales,18,5,Life Sciences,74,2,Male,3,3,Sales Executive,1,Married,9069,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8
25,0,Travel_Rarely,Sales,3,1,Other,879,3,Male,3,2,Sales Executive,1,Married,4194,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1196,4,Female,2,2,Manufacturing Director,4,Married,6474,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
52,0,Travel_Rarely,Research & Development,1,2,Life Sciences,976,4,Male,3,4,Manager,4,Married,17099,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8
34,0,Travel_Rarely,Research & Development,20,3,Technical Degree,1265,3,Female,4,1,Research Scientist,3,Married,2585,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
38,0,Travel_Rarely,Research & Development,1,3,Life Sciences,743,3,Female,3,3,Manufacturing Director,3,Single,7861,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
22,0,Travel_Rarely,Research & Development,8,1,Life Sciences,1019,2,Male,1,1,Laboratory Technician,1,Married,2451,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
40,0,Travel_Rarely,Research & Development,14,3,Medical,1128,3,Male,2,5,Research Director,3,Single,19626,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
36,0,Non-Travel,Sales,10,4,Medical,592,2,Male,3,3,Sales Executive,4,Single,9980,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
39,0,Travel_Rarely,Research & Development,13,4,Medical,1307,3,Female,2,4,Manager,2,Divorced,17123,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
26,0,Travel_Frequently,Research & Development,1,1,Medical,1068,1,Female,2,1,Research Scientist,3,Divorced,2007,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
25,0,Travel_Rarely,Sales,8,2,Other,2018,1,Female,3,2,Sales Executive,3,Divorced,4907,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
36,0,Non-Travel,Sales,8,4,Technical Degree,990,1,Male,3,2,Sales Executive,4,Divorced,5079,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
38,0,Travel_Rarely,Sales,7,4,Marketing,709,4,Female,2,2,Sales Executive,4,Single,4028,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
44,0,Travel_Frequently,Sales,1,5,Marketing,1481,1,Female,3,2,Sales Executive,3,Married,4768,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0
31,0,Travel_Frequently,Research & Development,1,1,Life Sciences,1011,3,Female,3,2,Manufacturing Director,1,Married,4148,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
31,1,Travel_Rarely,Sales,13,4,Medical,650,2,Male,3,2,Sales Executive,1,Divorced,4233,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
27,0,Travel_Frequently,Sales,3,1,Medical,714,4,Female,4,2,Sales Executive,4,Divorced,4647,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
56,0,Travel_Rarely,Research & Development,7,3,Life Sciences,112,4,Male,1,3,Manufacturing Director,4,Single,7260,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
55,0,Travel_Frequently,Research & Development,18,4,Medical,1034,3,Male,3,2,Healthcare Representative,2,Married,6385,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7
39,0,Non-Travel,Research & Development,25,2,Life Sciences,1397,3,Male,3,3,Healthcare Representative,3,Married,10920,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5
37,0,Travel_Rarely,Research & Development,4,1,Life Sciences,1394,3,Male,3,1,Research Scientist,3,Married,2996,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
36,0,Travel_Rarely,Research & Development,9,2,Medical,699,2,Male,2,2,Manufacturing Director,2,Divorced,8847,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
37,0,Travel_Rarely,Research & Development,11,3,Medical,1411,1,Female,3,1,Laboratory Technician,3,Single,3629,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
34,0,Travel_Rarely,Sales,1,3,Technical Degree,1535,4,Male,2,3,Sales Executive,3,Married,7083,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6
40,0,Travel_Rarely,Research & Development,6,3,Life Sciences,601,2,Female,3,4,Manufacturing Director,3,Single,13237,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
38,0,Travel_Frequently,Human Resources,10,4,Human Resources,1563,3,Male,3,2,Human Resources,3,Married,6077,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
34,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1658,4,Female,3,2,Research Scientist,2,Divorced,5433,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
59,0,Travel_Frequently,Sales,1,1,Life Sciences,91,1,Female,2,2,Sales Executive,3,Single,5473,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3
35,0,Travel_Frequently,Research & Development,4,4,Other,1185,4,Male,2,1,Laboratory Technician,4,Married,2376,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
39,1,Travel_Rarely,Sales,3,2,Medical,445,4,Female,3,2,Sales Executive,3,Married,5238,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0
28,0,Travel_Rarely,Research & Development,16,2,Medical,412,2,Male,4,2,Healthcare Representative,1,Single,5661,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
25,0,Travel_Rarely,Sales,13,1,Medical,645,2,Male,3,1,Sales Representative,3,Married,2096,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
29,0,Travel_Rarely,Research & Development,9,4,Medical,1709,4,Female,3,1,Laboratory Technician,3,Married,2974,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
45,0,Non-Travel,Research & Development,23,2,Life Sciences,1002,4,Male,3,2,Laboratory Technician,1,Married,3633,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
37,0,Travel_Rarely,Research & Development,10,2,Life Sciences,715,4,Male,4,1,Research Scientist,4,Single,4680,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
45,0,Travel_Rarely,Research & Development,28,3,Technical Degree,1546,4,Male,3,1,Research Scientist,4,Married,2132,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3
33,0,Non-Travel,Sales,2,3,Marketing,1756,4,Female,3,2,Sales Executive,2,Single,5147,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
34,0,Travel_Rarely,Research & Development,1,5,Life Sciences,683,2,Male,3,1,Research Scientist,4,Married,2691,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
56,0,Travel_Frequently,Research & Development,9,3,Medical,1071,1,Female,3,1,Research Scientist,3,Married,2942,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
30,1,Travel_Frequently,Research & Development,5,3,Medical,1017,2,Female,3,1,Laboratory Technician,2,Single,2422,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
41,0,Travel_Rarely,Research & Development,7,2,Medical,1025,4,Female,3,2,Manufacturing Director,3,Single,5003,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
49,0,Travel_Rarely,Research & Development,6,1,Life Sciences,1661,3,Female,2,4,Healthcare Representative,3,Married,13966,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
19,0,Travel_Rarely,Research & Development,3,1,Medical,201,2,Female,3,1,Laboratory Technician,2,Single,1483,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
45,0,Travel_Rarely,Sales,11,2,Life Sciences,1045,4,Female,3,4,Manager,4,Married,17650,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
44,0,Non-Travel,Research & Development,17,3,Life Sciences,1206,4,Male,1,1,Research Scientist,3,Single,2290,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
29,0,Travel_Rarely,Sales,10,3,Marketing,766,4,Male,3,1,Sales Representative,2,Divorced,2297,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
35,0,Travel_Frequently,Sales,11,2,Marketing,1137,4,Male,3,2,Sales Executive,4,Divorced,4968,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
53,0,Travel_Rarely,Research & Development,6,3,Life Sciences,769,4,Male,3,2,Laboratory Technician,4,Single,2450,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2
