Age,Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_0,Department_1,Department_2,EducationField_0,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,JobRole_0,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8
42,1,1,12,3,1167,3,1,3,4,1,0,13758,0,1,12,3,2,0,22,2,2,21,9,13,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35,0,1,1,3,314,3,0,3,3,3,0,8789,1,0,14,3,1,0,10,3,4,10,7,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,0,2,6,3,474,3,1,4,2,1,1,5974,4,1,13,3,1,2,13,2,3,7,7,6,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
53,0,2,24,4,1689,2,1,4,3,4,2,7005,3,0,15,3,3,0,11,2,3,4,3,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
37,0,2,10,3,1640,2,0,3,1,2,2,3936,1,0,11,3,1,1,8,2,1,8,4,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50,0,1,22,5,1539,3,1,1,4,4,0,14411,1,1,13,3,4,0,32,2,3,32,6,13,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
54,0,2,2,4,126,1,0,3,3,3,2,13549,9,0,12,3,1,1,16,5,1,4,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,0,1,3,3,644,1,1,3,5,2,2,18200,1,0,11,3,3,1,32,2,3,32,5,10,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48,0,2,4,3,1363,4,1,3,3,4,0,7898,1,0,11,3,3,0,11,2,3,10,9,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,0,2,3,2,690,2,0,3,2,3,2,5561,1,0,14,3,1,1,6,5,2,6,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51,0,2,5,3,1352,3,1,3,4,2,1,14026,1,1,11,3,2,1,33,2,3,33,9,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32,1,1,5,2,1939,1,0,4,1,3,0,2432,3,1,14,3,1,0,8,2,3,4,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41,1,2,2,4,927,2,0,1,1,4,1,2778,4,1,13,3,3,1,10,1,2,7,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,2,3,3,303,4,0,3,2,1,2,5940,2,0,14,3,4,1,16,4,3,6,2,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24,0,2,17,2,643,4,1,2,1,2,2,2127,1,0,21,4,4,1,1,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,2,16,1,1479,4,1,3,2,3,2,5301,8,0,15,3,3,2,4,2,2,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0,0,5,2,369,2,1,4,2,1,1,4000,1,0,12,3,4,2,6,2,3,6,3,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,0,2,1,3,249,3,1,2,1,3,2,3690,2,0,15,3,4,1,5,2,2,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32,0,1,13,3,1234,3,0,2,1,2,2,2743,1,0,20,4,3,1,2,2,3,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,1,22,3,1392,4,0,3,2,4,1,5467,3,1,14,3,1,2,12,4,2,6,2,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0,1,9,2,195,4,1,1,2,4,1,4668,0,0,17,3,4,3,9,2,4,8,7,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,0,2,4,3,1882,3,1,3,3,4,2,9713,2,1,13,3,4,3,9,3,3,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0,2,1,4,1580,2,1,3,2,4,2,5484,9,0,17,3,2,1,9,3,2,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,0,0,9,2,1298,3,0,3,2,3,0,4695,7,1,18,3,3,0,10,3,3,8,4,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50,0,2,2,4,1061,2,1,3,5,3,2,19237,2,1,11,3,4,1,29,2,2,8,1,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
43,0,2,6,4,661,2,1,2,4,4,1,16627,4,1,14,3,3,1,21,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,0,2,3,3,1581,1,0,3,1,4,2,2061,1,0,21,4,1,0,1,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52,1,2,8,4,433,3,1,2,2,2,2,4941,2,0,15,3,1,0,11,3,2,8,2,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44,0,2,4,2,1288,3,1,4,5,1,1,19190,1,0,14,3,4,2,26,4,2,25,9,14,13,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
53,0,2,8,3,897,1,1,3,4,4,2,11836,5,0,14,3,3,1,28,3,3,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,0,2,11,3,226,3,0,3,5,2,0,19926,3,0,15,3,2,0,21,5,3,5,4,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
48,0,2,10,3,1867,4,1,2,5,2,2,19665,4,0,12,3,4,0,29,3,3,22,10,12,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33,0,2,5,4,338,3,0,2,1,4,2,2911,1,0,13,3,3,1,2,2,2,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0,2,11,4,813,4,0,3,2,3,2,3149,8,0,20,4,2,1,9,3,3,5,2,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,2,2,4,38,2,0,3,5,1,0,18947,3,0,12,3,4,0,22,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34,0,1,10,4,1615,3,1,4,2,4,1,4724,1,0,13,3,1,1,9,3,3,9,7,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,1,1,29,4,1101,1,0,2,2,3,0,4508,1,0,22,4,2,0,14,4,3,13,7,3,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,0,1,2,3,1296,4,1,2,1,4,2,3867,1,1,12,3,2,1,2,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,2,7,2,1085,2,0,4,1,3,2,3376,1,0,13,3,3,0,10,3,3,10,6,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
43,0,1,2,4,1849,1,1,3,2,4,2,5675,1,0,20,4,3,1,7,5,3,7,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35,0,2,1,3,1564,4,1,2,1,1,0,2450,1,0,19,3,2,0,3,3,3,3,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
31,0,0,2,4,1324,4,0,3,3,3,1,9852,1,1,19,3,1,1,10,5,2,10,8,9,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38,0,1,2,3,1675,4,0,2,1,2,0,2440,1,0,22,4,2,0,4,3,3,4,3,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,0,2,1,3,969,2,0,2,2,4,0,6949,0,0,14,3,1,0,6,3,3,5,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
44,0,1,2,1,1496,2,1,3,3,3,0,10209,5,1,18,3,2,0,16,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24,0,0,11,2,26,1,0,4,2,3,1,4011,0,0,18,3,4,1,5,5,2,4,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,1,2,20,2,248,2,0,3,1,2,0,3140,1,1,22,4,4,0,4,5,2,4,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,0,1,1,3,1349,3,0,3,2,1,1,4103,0,0,17,3,4,1,10,2,3,9,3,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,0,1,3,3,746,4,0,3,4,3,1,13770,9,1,12,3,4,2,28,2,2,22,2,11,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,0,1,19,3,1285,3,0,3,2,2,1,4444,4,0,13,3,3,2,15,2,4,11,8,5,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
42,0,2,3,3,894,3,0,4,2,4,2,5231,2,1,13,3,2,1,17,1,2,5,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,0,1,4,380,1,0,3,3,4,1,13603,2,1,18,3,1,2,15,2,3,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36,0,1,4,2,2025,4,0,3,2,2,1,5131,7,0,13,3,2,3,18,3,3,4,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43,0,2,11,3,1971,1,1,3,3,3,2,7510,1,0,17,3,2,1,10,1,3,10,9,0,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
33,0,1,25,3,1220,2,0,3,2,3,2,4539,1,0,12,3,1,1,10,3,2,10,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,1,2,16,4,1761,1,1,3,3,3,2,8161,2,0,13,3,1,3,10,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,0,2,2,1,1974,4,0,1,1,4,1,1129,1,1,11,3,3,3,1,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
55,1,2,13,4,1372,1,1,4,4,3,0,13695,6,1,17,3,3,0,24,2,2,19,7,3,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,0,2,29,4,2010,3,0,2,1,2,0,2837,1,0,13,3,3,0,6,3,3,6,2,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,2,6,4,133,3,1,3,1,1,1,2073,4,1,22,4,4,0,7,3,3,3,2,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
30,0,2,9,3,184,3,1,3,2,4,2,6347,0,1,19,3,4,0,12,2,1,11,9,4,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24,0,0,13,2,1495,4,0,3,1,2,2,2033,1,0,13,3,3,1,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,0,1,1,2,792,1,0,1,1,4,1,4364,3,0,14,3,1,1,5,2,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,2,6,1,31,2,1,3,1,1,0,2960,2,0,11,3,3,0,8,2,3,4,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,0,2,4,1,1735,3,0,3,1,2,0,3295,1,0,13,3,3,0,3,3,1,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,0,2,8,4,677,3,1,3,2,3,1,7104,0,0,12,3,4,0,6,3,3,5,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
34,0,1,2,4,216,3,0,3,1,3,2,2231,6,0,18,3,4,1,6,3,3,4,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51,0,2,3,3,1786,1,0,3,3,3,2,13116,2,0,11,3,4,0,15,2,3,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
59,0,2,3,3,10,3,0,4,1,1,2,2670,4,1,20,4,1,3,12,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
31,0,2,8,5,1430,1,0,3,4,2,0,16422,3,0,11,3,3,0,9,3,4,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26,0,2,29,2,618,1,1,3,2,3,1,4306,5,0,12,3,1,2,8,5,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32,0,2,19,3,1739,4,1,1,3,3,2,9610,3,0,13,3,3,1,10,2,1,4,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
27,0,2,19,3,1619,4,1,2,1,1,1,4066,1,0,11,3,1,2,7,3,3,7,7,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,1,26,2,1180,3,0,2,2,4,2,4422,3,1,13,3,4,1,16,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,0,2,8,4,1080,4,0,2,2,1,1,4615,8,1,23,4,1,3,19,2,3,16,13,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,0,2,5,3,32,3,0,3,5,3,1,19094,4,0,11,3,4,1,26,3,2,14,13,4,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,0,2,25,4,1014,3,0,3,3,3,1,10388,1,1,11,3,3,1,16,3,2,16,10,10,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
34,0,2,28,3,2035,4,0,2,2,3,2,6712,1,0,21,4,4,2,8,2,3,8,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39,0,2,18,2,1322,1,1,3,2,3,0,4534,0,0,11,3,1,0,9,6,3,8,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1,2,9,3,90,4,1,2,1,3,2,3388,0,1,17,3,1,1,2,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29,0,2,10,3,1650,3,1,2,2,3,0,5869,9,0,11,3,3,0,8,2,3,5,2,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
36,0,2,6,2,178,2,1,3,2,2,1,4941,6,0,20,4,4,2,7,0,3,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,0,2,4,3,933,2,0,3,1,3,0,2318,1,0,19,3,3,0,1,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0,2,28,3,1596,2,1,4,2,3,2,3407,1,0,17,3,4,2,10,3,2,10,9,6,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,2,7,4,1224,3,1,3,2,3,1,3491,1,0,13,3,1,3,10,4,2,10,7,8,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45,1,2,2,3,1277,1,0,1,5,2,0,18824,2,1,16,3,1,0,26,2,3,24,10,1,11,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
28,1,2,12,1,1175,3,0,3,1,4,2,2515,1,1,11,3,4,0,1,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0,2,2,4,579,4,1,2,1,3,1,2768,3,0,12,3,3,1,14,3,3,7,3,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,0,2,20,3,2046,4,0,3,2,3,0,4850,8,0,15,3,3,0,8,3,3,5,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51,0,1,1,4,145,1,0,2,3,1,0,7484,3,0,20,4,3,0,23,1,2,13,12,12,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
46,1,2,21,2,1821,4,0,3,2,2,2,8926,4,0,22,4,4,1,13,2,4,9,7,3,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
42,0,1,2,3,1547,4,1,3,3,4,2,10124,2,1,14,3,3,1,24,3,1,20,8,13,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31,1,1,20,3,587,1,1,3,3,3,2,9824,3,0,12,3,1,0,12,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
46,0,2,2,4,1228,4,1,3,2,4,1,7379,2,0,11,3,3,1,12,3,2,6,3,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40,0,2,4,1,253,4,0,3,5,3,2,19033,1,0,14,3,2,1,21,2,3,20,8,9,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36,0,2,3,3,397,3,1,3,2,2,0,4485,4,0,12,3,4,0,10,2,3,8,0,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,0,2,29,4,569,2,1,2,4,3,2,17046,0,0,15,3,2,1,28,2,3,27,10,15,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30,0,0,7,3,1482,3,1,3,1,3,1,1274,1,0,13,3,2,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,0,2,5,2,1696,2,1,2,2,4,2,3986,1,0,14,3,3,1,15,3,4,15,10,4,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
54,0,2,10,3,1980,3,0,3,2,1,0,4440,6,1,19,3,4,0,9,3,3,5,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
57,0,2,29,3,568,1,1,2,4,4,1,14118,3,0,12,3,3,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
33,0,0,16,3,1681,3,0,3,2,4,1,5368,1,1,25,4,3,1,7,2,3,6,5,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51,0,1,6,2,1297,2,0,2,1,3,0,2838,0,0,14,3,2,0,8,6,2,7,0,7,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
41,0,2,14,3,227,1,1,3,1,3,1,2451,4,0,12,3,1,1,13,2,3,9,8,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21,1,2,10,3,1079,3,0,2,1,1,0,1416,1,0,13,3,1,0,1,6,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,2,17,5,1656,4,0,2,3,1,1,13269,5,0,15,3,3,3,19,3,3,14,11,1,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
21,1,1,1,1,478,1,0,2,1,2,0,2174,1,1,11,3,3,0,3,3,3,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,0,2,15,2,2009,2,0,3,2,4,2,4878,0,1,13,3,1,1,10,6,3,9,7,8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
38,0,2,3,4,1036,2,1,3,2,4,0,6861,8,1,12,3,3,0,19,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45,0,2,20,2,372,3,1,3,4,4,2,13496,0,1,14,3,2,0,21,2,3,20,7,4,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
47,0,2,25,3,1993,1,1,3,3,3,0,8633,2,0,23,4,2,0,25,3,3,17,14,12,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
45,0,0,2,2,264,1,1,2,4,4,2,16792,9,0,23,4,4,1,22,1,3,20,8,11,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40,0,2,1,4,2012,1,1,3,1,4,2,2406,8,0,19,3,3,2,8,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,2,23,2,1678,4,1,3,3,3,0,7082,3,1,16,3,4,0,21,2,3,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53,0,1,2,3,1050,3,0,2,3,2,2,7525,2,0,12,3,1,1,30,2,3,15,7,6,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,0,2,2,3,815,3,1,3,4,3,2,17639,5,0,16,3,4,0,30,3,3,4,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
39,0,2,2,3,909,4,0,2,2,4,2,5204,8,0,11,3,3,2,13,2,3,5,4,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30,0,2,16,1,1729,2,1,3,1,4,2,2862,1,0,12,3,2,1,10,2,2,10,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,0,2,29,1,1514,3,1,1,2,2,2,6549,1,0,14,3,2,2,8,2,2,8,6,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40,0,2,10,4,483,4,0,4,1,3,2,2213,3,1,13,3,3,1,10,3,3,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,2,7,1,585,4,1,3,1,2,0,2983,0,0,14,3,1,0,4,3,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35,0,0,2,4,771,4,0,3,2,1,1,5093,2,0,11,3,1,1,16,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
44,0,2,20,3,1475,4,1,3,1,2,0,3420,1,0,13,3,3,0,6,3,2,5,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0,1,18,5,74,2,1,3,3,1,2,9069,1,0,22,4,4,1,9,3,2,9,8,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0,2,3,1,879,3,1,3,2,1,2,4194,1,1,18,3,4,0,5,3,3,5,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,0,2,1,3,1196,4,0,2,2,4,2,6474,1,0,13,3,2,1,14,2,2,14,8,3,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,0,2,1,2,976,4,1,3,4,4,2,17099,2,0,15,3,2,1,26,2,2,9,8,7,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34,0,2,20,3,1265,3,0,4,1,3,2,2585,0,0,17,3,4,0,2,5,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38,0,2,1,3,743,3,0,3,3,3,0,7861,4,1,14,3,4,0,10,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,2,8,1,1019,2,1,1,1,1,2,2451,1,0,15,3,1,1,4,3,2,4,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,2,14,3,1128,3,1,2,5,3,0,19626,1,0,14,3,1,0,21,2,4,20,7,4,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36,0,0,10,4,592,2,1,3,3,4,0,9980,1,0,14,3,4,0,10,3,2,10,3,9,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39,0,2,13,4,1307,3,0,2,4,2,1,17123,6,1,13,3,4,2,21,4,3,19,9,15,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,0,1,1,1,1068,1,0,2,1,3,1,2007,1,0,13,3,3,2,5,5,3,5,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,0,2,8,2,2018,1,0,3,2,3,1,4907,0,1,22,4,2,1,6,3,2,5,3,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,0,0,8,4,990,1,1,3,2,4,1,5079,4,0,13,3,4,2,12,3,3,7,7,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,0,2,7,4,709,4,0,2,2,4,0,4028,0,0,20,4,1,0,8,2,3,7,7,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
44,0,1,1,5,1481,1,0,3,2,3,2,4768,7,0,12,3,3,1,11,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,0,1,1,1,1011,3,0,3,2,1,2,4148,1,0,12,3,3,1,4,1,3,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31,1,2,13,4,650,2,1,3,2,1,1,4233,2,0,17,3,3,0,9,2,1,3,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27,0,1,3,1,714,4,0,4,2,4,1,4647,1,1,20,4,2,2,6,3,3,6,5,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
56,0,2,7,3,112,4,1,1,3,4,0,7260,4,0,11,3,1,0,37,3,2,6,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
55,0,1,18,4,1034,3,1,3,2,2,2,6385,3,1,14,3,4,2,17,3,3,8,7,6,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
39,0,0,25,2,1397,3,1,3,3,3,2,10920,3,0,21,4,2,1,13,2,3,6,4,0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37,0,2,4,1,1394,3,1,3,1,3,2,2996,7,1,15,3,4,0,8,2,3,6,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0,2,9,2,699,2,1,2,2,2,1,8847,2,1,11,3,3,1,13,2,3,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37,0,2,11,3,1411,1,0,3,1,3,0,3629,4,0,18,3,1,0,8,6,3,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
34,0,2,1,3,1535,4,1,2,3,3,2,7083,1,1,14,3,4,0,10,3,3,10,9,8,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,0,2,6,3,601,2,0,3,4,3,0,13237,7,0,15,3,3,0,22,3,3,20,6,5,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38,0,1,10,4,1563,3,1,3,2,3,2,6077,3,0,11,3,3,0,10,2,3,6,3,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,0,2,3,3,1658,4,0,3,2,2,1,5433,1,0,12,3,3,1,11,2,3,11,8,7,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59,0,1,1,1,91,1,0,2,2,3,0,5473,7,0,11,3,4,0,20,2,2,4,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
